age,workclass,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income,region
45,Federal-gov,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,>50K,Asia
29,Private,13,Married-spouse-absent,Handlers-cleaners,Unmarried,Other,Male,60,>50K,Asia
24,Private,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,51,>50K,Asia
34,Local-gov,14,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
44,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,47,>50K,Asia
51,Private,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,>50K,Asia
34,Private,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,60,>50K,Asia
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
36,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,35,>50K,Asia
51,Private,14,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,51,>50K,Asia
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,>50K,Asia
49,Private,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Asia
37,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
40,Private,13,Separated,Exec-managerial,Not-in-family,Other,Male,46,>50K,Asia
31,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,35,>50K,Asia
41,State-gov,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,60,>50K,Asia
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
46,Private,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,56,>50K,Asia
32,Private,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,>50K,Asia
24,Private,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,41,>50K,Asia
24,Private,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
45,State-gov,12,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,48,>50K,Asia
29,Private,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,50,>50K,Asia
45,Private,13,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
41,Private,11,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,>50K,Asia
30,Private,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,>50K,Asia
37,Private,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
45,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,>50K,Asia
41,Private,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,>50K,Asia
40,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,44,>50K,Asia
44,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,47,>50K,Asia
27,Private,10,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,40,>50K,Asia
28,Private,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,>50K,Asia
58,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Asia
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,30,>50K,Asia
51,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,49,>50K,Asia
44,Federal-gov,8,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
49,Private,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,>50K,Asia
46,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,56,>50K,Asia
37,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,49,>50K,Asia
27,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,>50K,Asia
45,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,Asia
52,Private,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,46,>50K,Asia
53,Private,13,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,60,>50K,Asia
56,Private,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
62,Private,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
35,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,>50K,Asia
42,Private,13,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,49,>50K,Asia
41,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
46,Private,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
42,Private,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
50,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
51,Local-gov,10,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Female,40,>50K,Asia
33,Private,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,50,>50K,Asia
26,Private,13,Divorced,Exec-managerial,Not-in-family,Other,Male,44,>50K,Asia
37,Private,13,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,40,>50K,Asia
35,Private,10,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,47,>50K,Asia
49,Private,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,51,>50K,Asia
46,Private,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,>50K,Asia
47,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,47,>50K,Asia
29,Private,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,50,>50K,Asia
45,Private,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,>50K,Asia
60,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
39,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,51,>50K,Asia
28,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,>50K,Asia
25,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,>50K,Asia
45,Local-gov,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,>50K,Asia
32,Private,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,50,>50K,Asia
49,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,>50K,Asia
48,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
65,Private,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
29,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
49,Private,11,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,40,>50K,Asia
44,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,20,>50K,Asia
43,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,>50K,Asia
46,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Asia
45,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
60,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
33,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
41,Private,12,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,>50K,Asia
45,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,47,>50K,Asia
45,Private,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,>50K,Asia
39,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,79,>50K,Asia
48,Self-emp-inc,7,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,77,>50K,Asia
47,Private,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,>50K,Asia
27,Private,13,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,50,>50K,Asia
32,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
38,Private,14,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,51,>50K,Asia
41,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
39,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,56,>50K,Asia
26,Private,11,Married-civ-spouse,Craft-repair,Wife,Other,Female,30,>50K,Asia
43,Private,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,47,>50K,Asia
31,Private,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
61,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,46,>50K,Asia
33,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,46,>50K,Asia
43,Federal-gov,11,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,>50K,Asia
53,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
35,Private,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,47,>50K,Asia
47,Private,12,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,49,>50K,Asia
47,Private,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
48,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
60,Local-gov,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,>50K,Asia
46,Local-gov,14,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,40,>50K,Asia
33,Private,14,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,46,>50K,Asia
25,Private,13,Divorced,Other-service,Unmarried,Other,Female,47,>50K,Asia
46,Private,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,>50K,Asia
64,Local-gov,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
58,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
52,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
44,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,>50K,Asia
36,Private,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
59,Self-emp-inc,3,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
47,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,46,>50K,Asia
68,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20,>50K,Asia
37,Private,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,40,>50K,Asia
60,State-gov,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,>50K,Asia
56,Private,13,Married-spouse-absent,Other-service,Not-in-family,Other,Male,60,>50K,Asia
49,Private,11,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,50,>50K,Asia
45,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,>50K,Asia
29,Private,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,53,>50K,Asia
33,Private,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,45,>50K,Asia
54,Private,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
28,Private,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,20,>50K,Asia
41,Local-gov,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,44,>50K,Asia
42,Private,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,60,>50K,Asia
35,Private,14,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,47,>50K,Asia
27,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,48,>50K,Asia
59,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
42,Private,14,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,>50K,Asia
35,Self-emp-inc,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,>50K,Asia
34,Private,10,Married-civ-spouse,Handlers-cleaners,Wife,Other,Female,35,>50K,Asia
46,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
35,Private,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,>50K,Asia
47,Private,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
57,Private,10,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,50,<=50K,Asia
28,Private,9,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,30,<=50K,Asia
31,State-gov,12,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,30,<=50K,Asia
31,Private,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,51,<=50K,Asia
64,Private,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
32,Private,9,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,44,<=50K,Asia
33,Private,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
53,Private,14,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
56,State-gov,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
49,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
35,Private,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,51,<=50K,Asia
35,Private,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
26,Private,9,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,50,<=50K,Asia
33,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,30,<=50K,Asia
50,Local-gov,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
45,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,49,<=50K,Asia
58,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
35,Private,13,Married-civ-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Male,46,<=50K,Asia
44,Private,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
29,Private,10,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,20,<=50K,Asia
28,Private,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
35,Private,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,44,<=50K,Asia
47,Private,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
45,Private,12,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,51,<=50K,Asia
51,Private,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
30,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
25,Local-gov,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
29,Private,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,49,<=50K,Asia
31,Private,11,Never-married,Other-service,Not-in-family,Other,Female,40,<=50K,Asia
59,Private,10,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,11,<=50K,Asia
29,State-gov,13,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,30,<=50K,Asia
33,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,Asia
62,Private,7,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,20,<=50K,Asia
49,Private,4,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
44,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,47,<=50K,Asia
45,Private,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,20,<=50K,Asia
20,Private,10,Separated,Other-service,Own-child,Asian-Pac-Islander,Female,25,<=50K,Asia
37,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,<=50K,Asia
53,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,50,<=50K,Asia
32,Private,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,52,<=50K,Asia
33,Federal-gov,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
20,Private,3,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
32,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,36,<=50K,Asia
29,Private,13,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,60,<=50K,Asia
23,Private,13,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
30,Private,9,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,60,<=50K,Asia
21,Private,9,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,24,<=50K,Asia
34,Local-gov,11,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,20,<=50K,Asia
34,State-gov,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
18,Private,9,Separated,Sales,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
31,Local-gov,7,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
41,Private,4,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,50,<=50K,Asia
51,Private,4,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
36,Private,2,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,50,<=50K,Asia
54,Private,9,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Male,30,<=50K,Asia
53,State-gov,14,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,40,<=50K,Asia
28,Private,10,Married-civ-spouse,Craft-repair,Own-child,Other,Male,45,<=50K,Asia
43,Private,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,60,<=50K,Asia
48,Local-gov,10,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
30,Private,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,<=50K,Asia
33,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,60,<=50K,Asia
37,Private,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,50,<=50K,Asia
25,Local-gov,10,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,25,<=50K,Asia
28,Local-gov,7,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
20,Private,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
26,Private,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
23,Private,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,20,<=50K,Asia
30,Private,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,43,<=50K,Asia
31,Private,9,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,50,<=50K,Asia
48,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,<=50K,Asia
44,State-gov,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
47,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,48,<=50K,Asia
65,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,<=50K,Asia
32,Private,14,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Male,40,<=50K,Asia
35,Private,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
20,Private,9,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
31,Private,9,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
32,Private,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
54,Private,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,44,<=50K,Asia
28,Private,13,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,20,<=50K,Asia
37,Private,10,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,50,<=50K,Asia
57,Local-gov,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,60,<=50K,Asia
23,Private,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,47,<=50K,Asia
59,Local-gov,2,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
26,Private,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,51,<=50K,Asia
32,Private,11,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,60,<=50K,Asia
31,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
22,Private,10,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,50,<=50K,Asia
70,Private,11,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
20,Private,9,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,30,<=50K,Asia
45,Private,6,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,25,<=50K,Asia
25,Self-emp-not-inc,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,20,<=50K,Asia
37,Private,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,50,<=50K,Asia
29,Local-gov,11,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,40,<=50K,Asia
64,Private,11,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,30,<=50K,Asia
36,Private,8,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,46,<=50K,Asia
51,Private,13,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
29,Private,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
43,Private,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
30,Private,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,25,<=50K,Asia
27,Private,11,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,50,<=50K,Asia
41,Local-gov,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,20,<=50K,Asia
19,Private,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,15,<=50K,Asia
20,Private,4,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,40,<=50K,Asia
27,Private,10,Married-civ-spouse,Other-service,Own-child,Other,Female,40,<=50K,Asia
53,Private,4,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
46,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
31,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,51,<=50K,Asia
24,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
30,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
36,Local-gov,14,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,47,<=50K,Asia
23,Private,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
66,Private,13,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
30,Private,10,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
18,Private,7,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,7,<=50K,Asia
39,Local-gov,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,50,<=50K,Asia
43,Private,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
52,State-gov,10,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
34,Private,13,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,51,<=50K,Asia
36,Self-emp-not-inc,8,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,30,<=50K,Asia
24,Private,12,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,35,<=50K,Asia
56,Local-gov,7,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Male,60,<=50K,Asia
25,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
35,State-gov,8,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
53,State-gov,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,40,<=50K,Asia
29,Private,4,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,25,<=50K,Asia
